,clubName,pageID
361,Students Against Mass Incarceration,https://studentorg.ucsd.edu/Home/Details/11962
362,Students for Conservation,https://studentorg.ucsd.edu/Home/Details/8507
363,Students for Global Health,https://studentorg.ucsd.edu/Home/Details/8530
364,Students for Justice in Palestine,https://studentorg.ucsd.edu/Home/Details/9630
365,Students of Color for Environmental Justice at UCSD,https://studentorg.ucsd.edu/Home/Details/8534
366,Symphonic Student Association,https://studentorg.ucsd.edu/Home/Details/12061
367,SynBio,https://studentorg.ucsd.edu/Home/Details/8404
368,Tabitha,https://studentorg.ucsd.edu/Home/Details/8560
369,Tae Kwon Do Club at UCSD,https://studentorg.ucsd.edu/Home/Details/8603
370,Taiwanese American Student Association,https://studentorg.ucsd.edu/Home/Details/8490
371,Taiwanese Graduate Student Association,https://studentorg.ucsd.edu/Home/Details/10714
372,TamashaSD,https://studentorg.ucsd.edu/Home/Details/12103
373,Tau Beta Pi,https://studentorg.ucsd.edu/Home/Details/8485
374,Tau Kappa Epsilon,https://studentorg.ucsd.edu/Home/Details/12060
375,Team HBV,https://studentorg.ucsd.edu/Home/Details/8429
376,TEDx@UCSD,https://studentorg.ucsd.edu/Home/Details/8491
377,Teo-Chew Association,https://studentorg.ucsd.edu/Home/Details/8474
378,The BEAD Program,https://studentorg.ucsd.edu/Home/Details/10748
379,The Brain Exercise Initiative,https://studentorg.ucsd.edu/Home/Details/11961
380,The Youth Movement Against Alzheimers,https://studentorg.ucsd.edu/Home/Details/10827
381,Themed Entertainment Association @ UCSD,https://studentorg.ucsd.edu/Home/Details/8385
382,Theta Tau,https://studentorg.ucsd.edu/Home/Details/8418
383,Transfer and Non-Traditional Students for Health,https://studentorg.ucsd.edu/Home/Details/8578
384,"Treble Singers at UCSD, The",https://studentorg.ucsd.edu/Home/Details/9648
385,Trend,https://studentorg.ucsd.edu/Home/Details/8376
386,Triton A Cappella Community,https://studentorg.ucsd.edu/Home/Details/10839
387,Triton Actuarial Society,https://studentorg.ucsd.edu/Home/Details/8509
388,Triton Consulting Group,https://studentorg.ucsd.edu/Home/Details/9596
389,Triton Counter Strike,https://studentorg.ucsd.edu/Home/Details/10817
390,Triton Dota,https://studentorg.ucsd.edu/Home/Details/9635
391,Triton Engineering Student Council,https://studentorg.ucsd.edu/Home/Details/10736
392,Triton Fighters,https://studentorg.ucsd.edu/Home/Details/8494
393,Triton Gaming,https://studentorg.ucsd.edu/Home/Details/10744
394,Triton Melee,https://studentorg.ucsd.edu/Home/Details/12048
395,Triton Prosthetics,https://studentorg.ucsd.edu/Home/Details/10814
396,Triton Robosub,https://studentorg.ucsd.edu/Home/Details/8458
397,Triton Robotics,https://studentorg.ucsd.edu/Home/Details/11929
398,Triton Smash,https://studentorg.ucsd.edu/Home/Details/8528
399,Triton Software Engineering,https://studentorg.ucsd.edu/Home/Details/8597
400,Triton Splatoon,https://studentorg.ucsd.edu/Home/Details/10739
401,Triton Street Fighter,https://studentorg.ucsd.edu/Home/Details/10737
402,Triton Unmanned Aerial Systems at UCSD,https://studentorg.ucsd.edu/Home/Details/10699
403,Triton XR,https://studentorg.ucsd.edu/Home/Details/10749
404,Triton-Ai,https://studentorg.ucsd.edu/Home/Details/11915
405,TritonCubed,https://studentorg.ucsd.edu/Home/Details/8405
406,Tritones at UCSD,https://studentorg.ucsd.edu/Home/Details/12037
407,Tritons Film Society,https://studentorg.ucsd.edu/Home/Details/8537
408,Tritons for a Free Press,https://studentorg.ucsd.edu/Home/Details/11858
409,Tritons for Animals,https://studentorg.ucsd.edu/Home/Details/10788
410,Tritons for Bernie 2020,https://studentorg.ucsd.edu/Home/Details/8547
411,Tritons For Israel,https://studentorg.ucsd.edu/Home/Details/8548
412,Tritons for Sally Ride Science,https://studentorg.ucsd.edu/Home/Details/9603
413,Tzu Chi Collegiate Association at UCSD,https://studentorg.ucsd.edu/Home/Details/10671
414,Undergraduate Bioinformatics Club at UCSD (UBIC),https://studentorg.ucsd.edu/Home/Details/10682
415,Undergraduate Communication Society at UCSD,https://studentorg.ucsd.edu/Home/Details/10822
416,Undergraduate Economics Society,https://studentorg.ucsd.edu/Home/Details/8506
417,Undergraduate Investment Society,https://studentorg.ucsd.edu/Home/Details/11945
418,Undergraduate Women in Computing at UCSD,https://studentorg.ucsd.edu/Home/Details/11866
419,Undies for Oldies: Geriatrics Education and Medicine,https://studentorg.ucsd.edu/Home/Details/8598
420,United Accounting Society at UC San Diego,https://studentorg.ucsd.edu/Home/Details/11880
421,United Students Against Sweatshops-San Diego,https://studentorg.ucsd.edu/Home/Details/8516
422,United Taiwanese Association,https://studentorg.ucsd.edu/Home/Details/8519
423,Urban Changemakers,https://studentorg.ucsd.edu/Home/Details/8449
424,Video Game Development Club,https://studentorg.ucsd.edu/Home/Details/10826
425,Vietnamese Student Association,https://studentorg.ucsd.edu/Home/Details/9651
426,Voto Latino,https://studentorg.ucsd.edu/Home/Details/10705
427,We The Redeemed,https://studentorg.ucsd.edu/Home/Details/10809
428,Women and Minorities in Economics (WAMIE),https://studentorg.ucsd.edu/Home/Details/9626
429,Women in Business,https://studentorg.ucsd.edu/Home/Details/10657
430,Women in ECE (WeCe),https://studentorg.ucsd.edu/Home/Details/12033
431,Women in Science Society,https://studentorg.ucsd.edu/Home/Details/10727
432,Women SPEAK,https://studentorg.ucsd.edu/Home/Details/9606
433,Wordsmiths:,https://studentorg.ucsd.edu/Home/Details/8590
434,Wushu club @ UCSD,https://studentorg.ucsd.edu/Home/Details/8365
435,Yifang Chinese Musical Club (YFM),https://studentorg.ucsd.edu/Home/Details/10799
436,Yonder Deep,https://studentorg.ucsd.edu/Home/Details/11878
437,Yonder Dynamics,https://studentorg.ucsd.edu/Home/Details/9627
438,Young Democratic Socialists of America at UCSD,https://studentorg.ucsd.edu/Home/Details/12038
439,Young Minds,https://studentorg.ucsd.edu/Home/Details/10777
440,Young Planners Society,https://studentorg.ucsd.edu/Home/Details/8432
441,Zion Bible Study Club,https://studentorg.ucsd.edu/Home/Details/8435
